0:
2, S, 7, 8, 1,
5, X, 1, 8, 0,
4, X, 1, 14, 0,
1, E, 5, 9, 0,
1, E, 8, 0, 8,
1, E, 8, 0, 14,
2, N, 7, 8, 21,
3, X, 1, 8, 14,
4, X, 1, 8, 8,

1, W, 8, 34, 14,
1, W, 8, 34, 8,
2, S, 7, 26, 1,
3, X, 1, 26, 0,
1, W, 5, 25, 0,
6, X, 1, 20, 0,
2, N, 7, 26, 21,
4, X, 1, 26, 22,
1, W, 5, 25, 22,
5, X, 1, 20, 22,
6, X, 1, 26, 8,
5, X, 1, 26, 14,

6, X, 1, 8, 22,
1, E, 5, 9, 22,
3, X, 1, 14, 22,

0, S, 21, 9, 1,
0, S, 21, 10, 1,
0, S, 21, 11, 1,
0, S, 21, 12, 1,
0, S, 21, 13, 1,
0, S, 21, 14, 1,
0, S, 23, 15, 0,
0, S, 23, 16, 0,
0, S, 23, 17, 0,
0, S, 23, 18, 0,
0, S, 23, 19, 0,
0, S, 21, 20, 1,
0, S, 21, 21, 1,
0, S, 21, 22, 1,
0, S, 21, 23, 1,
0, S, 21, 24, 1,
0, S, 21, 25, 1,

0, E, 9, 0, 9,
0, E, 9, 0, 10,
0, E, 9, 0, 11,
0, E, 9, 0, 12,
0, E, 9, 0, 13,

0, W, 9, 34, 9,
0, W, 9, 34, 10,
0, W, 9, 34, 11,
0, W, 9, 34, 12,
0, W, 9, 34, 13;

1:
0, S, 5, 0, 9,
0, S, 5, 1, 9,
0, S, 5, 34, 9,
0, S, 5, 33, 9,

0, S, 19, 2, 2,
0, S, 19, 3, 2,
0, S, 19, 4, 2,
0, S, 4, 5, 2,
0, N, 4, 5, 20,

0, S, 19, 6, 2,
0, S, 19, 7, 2,
0, S, 19, 8, 2,
0, S, 19, 9, 2,
0, S, 19, 10, 2,
0, S, 4, 11, 2,
0, N, 4, 11, 20,

0, S, 19, 12, 2,
0, S, 19, 13, 2,
0, S, 19, 14, 2,
0, S, 19, 15, 2,
0, S, 19, 16, 2,
0, S, 4, 17, 2,
0, N, 4, 17, 20,

0, S, 19, 18, 2,
0, S, 19, 19, 2,
0, S, 19, 20, 2,
0, S, 19, 21, 2,
0, S, 19, 22, 2,
0, S, 4, 23, 2,
0, N, 4, 23, 20,

0, S, 19, 24, 2,
0, S, 19, 25, 2,
0, S, 19, 26, 2,
0, S, 19, 27, 2,
0, S, 19, 28, 2,
0, S, 4, 29, 2,
0, N, 4, 29, 20,

0, S, 19, 30, 2,
0, S, 19, 31, 2,
0, S, 19, 32, 2,

2, S, 11, 17, 6,
2, S, 11, 11, 6,
2, S, 11, 23, 6,
2, S, 11, 5, 6,
2, S, 11, 29, 6,

1, E, 31, 2, 1,
1, E, 31, 2, 21,

1, X, 1, 0, 8,
4, X, 1, 1, 8,
2, N, 6, 1, 7,
5, X, 1, 1, 1,

1, X, 1, 0, 14,
3, X, 1, 1, 14,
2, S, 6, 1, 15,
6, X, 1, 1, 21,

1, X, 1, 34, 8,
6, X, 1, 33, 8,
2, N, 6, 33, 7,
3, X, 1, 33, 1,

1, X, 1, 34, 14,
5, X, 1, 33, 14,
2, S, 6, 33, 15,
4, X, 1, 33, 21;

2:
0, S, 5, 34, 9,
0, S, 5, 33, 9,

0, S, 19, 2, 2,
0, S, 19, 3, 2,
0, S, 19, 4, 2,
0, S, 4, 5, 2,
0, N, 4, 5, 20,

0, S, 19, 6, 2,
0, S, 19, 7, 2,
0, S, 19, 8, 2,
0, S, 19, 9, 2,
0, S, 19, 10, 2,
0, S, 4, 11, 2,
0, N, 4, 11, 20,

0, S, 19, 12, 2,
0, S, 19, 13, 2,
0, S, 19, 14, 2,
0, S, 19, 15, 2,
0, S, 19, 16, 2,
0, S, 4, 17, 2,
0, N, 4, 17, 20,

0, S, 19, 18, 2,
0, S, 19, 19, 2,
0, S, 19, 20, 2,
0, S, 19, 21, 2,
0, S, 19, 22, 2,
0, S, 4, 23, 2,
0, N, 4, 23, 20,

0, S, 19, 24, 2,
0, S, 19, 25, 2,
0, S, 19, 26, 2,
0, S, 19, 27, 2,
0, S, 19, 28, 2,
0, S, 4, 29, 2,
0, N, 4, 29, 20,

0, S, 19, 30, 2,
0, S, 19, 31, 2,
0, S, 19, 32, 2,

2, S, 11, 17, 6,
2, S, 11, 11, 6,
2, S, 11, 23, 6,
2, S, 11, 5, 6,
2, S, 11, 29, 6,

1, E, 31, 2, 1,
1, E, 31, 2, 21,

5, X, 1, 1, 1,
2, N, 19, 1, 20,
6, X, 1, 1, 21,

1, X, 1, 34, 8,
6, X, 1, 33, 8,
2, N, 6, 33, 7,
3, X, 1, 33, 1,

1, X, 1, 34, 14,
5, X, 1, 33, 14,
2, S, 6, 33, 15,
4, X, 1, 33, 21;

3:
0, S, 5, 0, 9,
0, S, 5, 1, 9,

0, S, 19, 2, 2,
0, S, 19, 3, 2,
0, S, 19, 4, 2,
0, S, 4, 5, 2,
0, N, 4, 5, 20,

0, S, 19, 6, 2,
0, S, 19, 7, 2,
0, S, 19, 8, 2,
0, S, 19, 9, 2,
0, S, 19, 10, 2,
0, S, 4, 11, 2,
0, N, 4, 11, 20,

0, S, 19, 12, 2,
0, S, 19, 13, 2,
0, S, 19, 14, 2,
0, S, 19, 15, 2,
0, S, 19, 16, 2,
0, S, 4, 17, 2,
0, N, 4, 17, 20,

0, S, 19, 18, 2,
0, S, 19, 19, 2,
0, S, 19, 20, 2,
0, S, 19, 21, 2,
0, S, 19, 22, 2,
0, S, 4, 23, 2,
0, N, 4, 23, 20,

0, S, 19, 24, 2,
0, S, 19, 25, 2,
0, S, 19, 26, 2,
0, S, 19, 27, 2,
0, S, 19, 28, 2,
0, S, 4, 29, 2,
0, N, 4, 29, 20,

0, S, 19, 30, 2,
0, S, 19, 31, 2,
0, S, 19, 32, 2,

2, S, 11, 17, 6,
2, S, 11, 11, 6,
2, S, 11, 23, 6,
2, S, 11, 5, 6,
2, S, 11, 29, 6,

1, E, 31, 2, 1,
1, E, 31, 2, 21,

1, X, 1, 0, 8,
4, X, 1, 1, 8,
2, N, 6, 1, 7,
5, X, 1, 1, 1,

1, X, 1, 0, 14,
3, X, 1, 1, 14,
2, S, 6, 1, 15,
6, X, 1, 1, 21,

2, N, 19, 33, 20,

3, X, 1, 33, 1,
4, X, 1, 33, 21;

4:
0, S, 8, 10, 4,
0, S, 8, 11, 4,
0, S, 8, 12, 4,
0, S, 8, 13, 4,
0, S, 8, 14, 4,

0, S, 19, 15, 4,
0, S, 19, 16, 4,
0, S, 19, 17, 4,
0, S, 19, 18, 4,
0, S, 19, 19, 4,

0, S, 8, 20, 4,
0, S, 8, 21, 4,
0, S, 8, 22, 4,
0, S, 8, 23, 4,
0, S, 8, 24, 4,

2, N, 8, 9, 11,
2, N, 8, 25, 11,
5, X, 1, 9, 3,
3, X, 1, 25, 3,
1, E, 15, 10, 3,

1, W, 4, 13, 12,
1, E, 4, 21, 12,
6, X, 1, 9, 12,
4, X, 1, 25, 12,

3, X, 1, 14, 12,
5, X, 1, 20, 12,
2, N, 10, 14, 22, 
2, N, 10, 20, 22;

5:
0, S, 8, 10, 4,
0, S, 8, 11, 4,
0, S, 8, 12, 4,
0, S, 8, 13, 4,
0, S, 8, 14, 4,

0, S, 23, 15, 0,
0, S, 23, 16, 0,
0, S, 23, 17, 0,
0, S, 23, 18, 0,
0, S, 23, 19, 0,

0, S, 8, 20, 4,
0, S, 8, 21, 4,
0, S, 8, 22, 4,
0, S, 8, 23, 4,
0, S, 8, 24, 4,

2, N, 8, 9, 11,
2, N, 8, 25, 11,
5, X, 1, 9, 3,
3, X, 1, 25, 3,
1, E, 4, 10, 3,
4, X, 1, 14, 3,
1, E, 4, 21, 3,
6, X, 1, 20, 3,

2, N, 3, 20, 2,
2, N, 3, 14, 2,

1, W, 4, 13, 12,
1, E, 4, 21, 12,
6, X, 1, 9, 12,
4, X, 1, 25, 12,

3, X, 1, 14, 12,
5, X, 1, 20, 12,
2, N, 10, 14, 22, 
2, N, 10, 20, 22;

index: 
0 - floor
1 - horizontal wall
2 - vertical wall
3 - right up 
4 - right down
5 - left up
6 - left down

index, facing, length, x coord, y coord

6:
6, X, 1, 20, 8,
4, X, 1, 14, 8,
3, X, 1, 14, 14,
5, X, 1, 20, 14,

1, E, 14, 0, 14,
1, E, 14, 0, 8,
1, E, 14, 21, 8,
1, E, 14, 21, 14,

2, N, 8, 14, 7,
2, N, 8, 20, 7,
2, N, 8, 20, 22,
2, N, 8, 14, 22;
